Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/Staff_MRBU_Submit_Task/Page_KunjunganShowroomQuestionAnswer/textarea_Hasil Pemeriksaan RCU""), ""Tidak sesuai"")",Chrome 150.0.7871.129,,,22-07-2026 09:29:36,22-07-2026 09:29:37,1.324s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/Staff_MRBU_Submit_Task/Page_KunjunganShowroomQuestionAnswer/div_Unggah""))",Chrome 150.0.7871.129,,,22-07-2026 09:29:37,22-07-2026 09:29:37,0.520s,PASSED
delay(7),Chrome 150.0.7871.129,,,22-07-2026 09:29:37,22-07-2026 09:29:44,7.007s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/Staff_MRBU_Submit_Task/Page_KunjunganShowroomQuestionAnswer/select_Kategori Temuan""), ""1"", false)",Chrome 150.0.7871.129,,,22-07-2026 09:29:44,22-07-2026 09:29:47,2.404s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/Staff_MRBU_Submit_Task/Page_KunjunganShowroomQuestionAnswer/button_Draft""))",Chrome 150.0.7871.129,,,22-07-2026 09:29:47,22-07-2026 09:29:47,0.006s,NOT_RUN
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/Staff_MRBU_Submit_Task/Page_KunjunganShowroomQuestionAnswer/button_Submit""))",Chrome 150.0.7871.129,,,22-07-2026 09:29:47,22-07-2026 09:29:47,0.646s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/Staff_MRBU_Submit_Task/Page_KunjunganShowroomQuestionAnswer/button_Submit_PopUp""))",Chrome 150.0.7871.129,,,22-07-2026 09:29:47,22-07-2026 09:29:48,0.368s,PASSED
delay(5),Chrome 150.0.7871.129,,,22-07-2026 09:29:48,22-07-2026 09:29:53,5.021s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/Staff_MRBU_Submit_Task/Page_Home/span_Kunjungan Showroom""))",Chrome 150.0.7871.129,,,22-07-2026 09:29:53,22-07-2026 09:29:53,0.302s,PASSED
"setText(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/Staff_MRBU_Submit_Task/Page_KunjunganShowroom/input_TextSearch""), ""RBU/P1.3/07/26/004"")",Chrome 150.0.7871.129,,,22-07-2026 09:29:53,22-07-2026 09:29:53,0.001s,NOT_RUN
